p,o,a,b,c
113,/,32157,5,103
113,/,32157,6,48
113,/,32157,7,73
113,/,32157,8,64
113,/,32157,9,70
113,/,32157,10,51
113,/,32157,11,98
113,/,32157,12,80
113,/,32157,13,100
113,/,32157,14,36
113,/,32157,15,109
113,/,32157,16,88
113,/,32157,17,83
113,/,32157,18,91
113,/,32157,19,110
113,/,32157,20,25
113,/,32157,21,62
113,/,32157,22,105
113,/,32157,23,42
113,/,32157,24,96
113,/,32157,25,43
113,/,32157,26,106
113,/,32157,27,61
113,/,32157,28,18
113,/,32157,29,91
113,/,32157,30,54
113,/,32157,31,20
113,/,32157,32,100
113,/,32157,33,70
113,/,32157,34,41
113,/,32157,35,14
113,/,32157,36,102
113,/,32157,37,78
113,/,32157,38,55
113,/,32157,39,33
113,/,32157,40,12
113,/,32157,41,106
113,/,32157,42,87
113,/,32157,43,69
113,/,32157,44,52
113,/,32157,45,36
113,/,32157,46,21
113,/,32157,47,6
113,/,32157,48,104
113,/,32157,49,91
113,/,32157,50,78
113,/,32157,51,65
113,/,32157,52,53
113,/,32157,53,41
113,/,32157,54,30
113,/,32157,55,19
113,/,32157,56,9
113,/,32157,57,112
113,/,32157,58,102
113,/,32157,59,93
113,/,32157,60,83
113,/,32157,61,75
113,/,32157,62,66
113,/,32157,63,58
113,/,32157,64,50
113,/,32157,65,42
113,/,32157,66,35
113,/,32157,67,27
113,/,32157,68,20
113,/,32157,69,14
113,/,32157,70,7
113,/,32157,71,0
113,/,32157,72,107
113,/,32157,73,101
113,/,32157,74,95
113,/,32157,75,89
113,/,32157,76,84
113,/,32157,77,78
113,/,32157,78,73
113,/,32157,79,68
113,/,32157,80,62
113,/,32157,81,58
113,/,32157,82,53
113,/,32157,83,48
113,/,32157,84,43
113,/,32157,85,39
113,/,32157,86,34
113,/,32157,87,30
113,/,32157,88,26
113,/,32157,89,22
113,/,32157,90,18
113,/,32157,91,14
113,/,32157,92,10
113,/,32157,93,6
113,/,32157,94,3
113,/,32157,95,112
113,/,32157,96,108
113,/,32157,97,105
113,/,32157,98,102
113,/,32157,99,98
113,/,32157,100,95
113,/,32157,101,92
113,/,32157,102,89
113,/,32157,103,86
113,/,32157,104,83
113,/,32157,105,80
113,/,32157,106,77
113,/,32157,107,74
113,/,32157,108,71
113,/,32157,109,69
113,/,32157,110,66
113,/,32157,111,63
113,/,32157,112,61
113,/,32157,113,58
113,/,87038,1,28
113,/,87038,2,14
113,/,87038,3,84
113,/,87038,4,63
113,/,87038,5,5
113,/,87038,6,42
113,/,87038,7,4
113,/,87038,8,31
113,/,87038,9,65
113,/,87038,10,2
113,/,87038,11,2
113,/,87038,12,21
113,/,87038,13,28
113,/,87038,14,2
113,/,87038,15,39
113,/,87038,16,15
113,/,87038,17,34
113,/,87038,18,89
113,/,87038,19,60
113,/,87038,20,57
113,/,87038,21,76
113,/,87038,22,1
113,/,87038,23,55
113,/,87038,24,10
113,/,87038,25,91
113,/,87038,26,70
113,/,87038,27,59
113,/,87038,28,57
113,/,87038,29,63
113,/,87038,30,76
113,/,87038,31,95
113,/,87038,32,7
113,/,87038,33,38
113,/,87038,34,73
113,/,87038,35,0
113,/,87038,36,44
113,/,87038,37,92
113,/,87038,38,30
113,/,87038,39,84
113,/,87038,40,28
113,/,87038,41,88
113,/,87038,42,38
113,/,87038,43,103
113,/,87038,44,57
113,/,87038,45,13
113,/,87038,46,84
113,/,87038,47,43
113,/,87038,48,5
113,/,87038,49,81
113,/,87038,50,45
113,/,87038,51,11
113,/,87038,52,91
113,/,87038,53,60
113,/,87038,54,29
113,/,87038,55,0
113,/,87038,56,85
113,/,87038,57,57
113,/,87038,58,31
113,/,87038,59,6
113,/,87038,60,94
113,/,87038,61,70
113,/,87038,62,47
113,/,87038,63,25
113,/,87038,64,3
113,/,87038,65,96
113,/,87038,66,75
113,/,87038,67,56
113,/,87038,68,36
113,/,87038,69,18
113,/,87038,70,0
113,/,87038,71,95
113,/,87038,72,78
113,/,87038,73,62
113,/,87038,74,46
113,/,87038,75,30
113,/,87038,76,15
113,/,87038,77,0
113,/,87038,78,98
113,/,87038,79,84
113,/,87038,80,70
113,/,87038,81,57
113,/,87038,82,44
113,/,87038,83,31
113,/,87038,84,19
113,/,87038,85,6
113,/,87038,86,108
113,/,87038,87,96
113,/,87038,88,85
113,/,87038,89,73
113,/,87038,90,63
113,/,87038,91,52
113,/,87038,92,42
113,/,87038,93,31
113,/,87038,94,21
113,/,87038,95,12
113,/,87038,96,2
113,/,87038,97,106
113,/,87038,98,97
113,/,87038,99,88
113,/,87038,100,79
113,/,87038,101,70
113,/,87038,102,62
113,/,87038,103,54
113,/,87038,104,45
113,/,87038,105,37
113,/,87038,106,30
113,/,87038,107,22
113,/,87038,108,14
113,/,87038,109,7
113,/,87038,110,0
113,/,87038,111,106
113,/,87038,112,99
113,/,87038,113,92
113,/,33576,1,15
113,/,33576,2,64
113,/,33576,3,5
113,/,33576,4,32
113,/,33576,5,48
113,/,33576,6,59
113,/,33576,7,50
113,/,33576,8,16
113,/,33576,9,1
113,/,33576,10,80
113,/,33576,11,1
113,/,33576,12,86
113,/,33576,13,96
113,/,33576,14,25
113,/,33576,15,91
113,/,33576,16,64
113,/,33576,17,54
113,/,33576,18,57
113,/,33576,19,72
113,/,33576,20,96
113,/,33576,21,16
113,/,33576,22,57
113,/,33576,23,103
113,/,33576,24,43
113,/,33576,25,100
113,/,33576,26,48
113,/,33576,27,0
113,/,33576,28,69
113,/,33576,29,27
113,/,33576,30,102
113,/,33576,31,66
113,/,33576,32,32
113,/,33576,33,0
113,/,33576,34,83
113,/,33576,35,55
113,/,33576,36,28
113,/,33576,37,3
113,/,33576,38,92
113,/,33576,39,69
113,/,33576,40,48
113,/,33576,41,27
113,/,33576,42,8
113,/,33576,43,102
113,/,33576,44,85
113,/,33576,45,68
113,/,33576,46,51
113,/,33576,47,36
113,/,33576,48,21
113,/,33576,49,7
113,/,33576,50,106
113,/,33576,51,93
113,/,33576,52,80
113,/,33576,53,68
113,/,33576,54,56
113,/,33576,55,45
113,/,33576,56,34
113,/,33576,57,24
113,/,33576,58,13
113,/,33576,59,4
113,/,33576,60,107
113,/,33576,61,98
113,/,33576,62,89
113,/,33576,63,80
113,/,33576,64,72
113,/,33576,65,64
113,/,33576,66,56
113,/,33576,67,49
113,/,33576,68,41
113,/,33576,69,34
113,/,33576,70,27
113,/,33576,71,20
113,/,33576,72,14
113,/,33576,73,7
113,/,33576,74,1
113,/,33576,75,108
113,/,33576,76,102
113,/,33576,77,97
113,/,33576,78,91
113,/,33576,79,86
113,/,33576,80,80
113,/,33576,81,75
113,/,33576,82,70
113,/,33576,83,65
113,/,33576,84,60
113,/,33576,85,56
113,/,33576,86,51
113,/,33576,87,46
113,/,33576,88,42
113,/,33576,89,38
113,/,33576,90,34
113,/,33576,91,29
113,/,33576,92,25
113,/,33576,93,22
113,/,33576,94,18
113,/,33576,95,14
113,/,33576,96,10
113,/,33576,97,7
113,/,33576,98,3
113,/,33576,99,0
113,/,33576,100,109
113,/,33576,101,106
113,/,33576,102,103
113,/,33576,103,99
113,/,33576,104,96
113,/,33576,105,93
113,/,33576,106,90
113,/,33576,107,87
113,/,33576,108,84
113,/,33576,109,82
113,/,33576,110,79
113,/,33576,111,76
113,/,33576,112,73
113,/,33576,113,71
113,/,47699,1,13
113,/,47699,2,6
113,/,47699,3,79
113,/,47699,4,59
113,/,47699,5,47
113,/,47699,6,39
113,/,47699,7,34
113,/,47699,8,86
113,/,47699,9,101
113,/,47699,10,23
113,/,47699,11,42
113,/,47699,12,19
113,/,47699,13,53
113,/,47699,14,17
113,/,47699,15,15
113,/,47699,16,43
113,/,47699,17,93
113,/,47699,18,50
113,/,47699,19,24
113,/,47699,20,11
113,/,47699,21,11
113,/,47699,22,21
113,/,47699,23,39
113,/,47699,24,66
113,/,47699,25,99
113,/,47699,26,26
113,/,47699,27,71
113,/,47699,28,8
113,/,47699,29,62
113,/,47699,30,7
113,/,47699,31,69
113,/,47699,32,21
113,/,47699,33,89
113,/,47699,34,46
113,/,47699,35,6
113,/,47699,36,81
113,/,47699,37,46
113,/,47699,38,12
113,/,47699,39,93
113,/,47699,40,62
113,/,47699,41,33
113,/,47699,42,5
113,/,47699,43,92
113,/,47699,44,67
113,/,47699,45,42
113,/,47699,46,19
113,/,47699,47,110
113,/,47699,48,89
113,/,47699,49,69
113,/,47699,50,49
113,/,47699,51,31
113,/,47699,52,13
113,/,47699,53,108
113,/,47699,54,92
113,/,47699,55,76
113,/,47699,56,60
113,/,47699,57,45
113,/,47699,58,31
113,/,47699,59,17
113,/,47699,60,3
113,/,47699,61,103
113,/,47699,62,91
113,/,47699,63,79
113,/,47699,64,67
113,/,47699,65,55
113,/,47699,66,44
113,/,47699,67,33
113,/,47699,68,23
113,/,47699,69,13
113,/,47699,70,3
113,/,47699,71,106
113,/,47699,72,97
113,/,47699,73,88
113,/,47699,74,79
113,/,47699,75,70
113,/,47699,76,62
113,/,47699,77,54
113,/,47699,78,46
113,/,47699,79,38
113,/,47699,80,31
113,/,47699,81,23
113,/,47699,82,16
113,/,47699,83,9
113,/,47699,84,2
113,/,47699,85,109
113,/,47699,86,102
113,/,47699,87,96
113,/,47699,88,90
113,/,47699,89,83
113,/,47699,90,77
113,/,47699,91,72
113,/,47699,92,66
113,/,47699,93,60
113,/,47699,94,55
113,/,47699,95,50
113,/,47699,96,44
113,/,47699,97,39
113,/,47699,98,34
113,/,47699,99,29
113,/,47699,100,24
113,/,47699,101,20
113,/,47699,102,15
113,/,47699,103,11
113,/,47699,104,6
113,/,47699,105,2
113,/,47699,106,110
113,/,47699,107,106
113,/,47699,108,102
113,/,47699,109,98
113,/,47699,110,94
113,/,47699,111,90
113,/,47699,112,86
113,/,47699,113,83
113,/,65979,1,100
113,/,65979,2,106
113,/,65979,3,71
113,/,65979,4,109
113,/,65979,5,87
113,/,65979,6,35
113,/,65979,7,46
113,/,65979,8,111
113,/,65979,9,99
113,/,65979,10,43
113,/,65979,11,9
113,/,65979,12,74
113,/,65979,13,103
113,/,65979,14,79
113,/,65979,15,104
113,/,65979,16,55
113,/,65979,17,39
113,/,65979,18,49
113,/,65979,19,82
113,/,65979,20,21
113,/,65979,21,90
113,/,65979,22,61
113,/,65979,23,43
113,/,65979,24,37
113,/,65979,25,40
113,/,65979,26,51
113,/,65979,27,70
113,/,65979,28,96
113,/,65979,29,15
113,/,65979,30,52
113,/,65979,31,94
113,/,65979,32,27
113,/,65979,33,78
113,/,65979,34,19
113,/,65979,35,77
113,/,65979,36,24
113,/,65979,37,88
113,/,65979,38,41
113,/,65979,39,109
113,/,65979,40,67
113,/,65979,41,27
113,/,65979,42,101
113,/,65979,43,65
113,/,65979,44,30
113,/,65979,45,110
113,/,65979,46,78
113,/,65979,47,47
113,/,65979,48,18
113,/,65979,49,103
113,/,65979,50,76
113,/,65979,51,50
113,/,65979,52,25
113,/,65979,53,1
113,/,65979,54,91
113,/,65979,55,69
113,/,65979,56,48
113,/,65979,57,27
113,/,65979,58,7
113,/,65979,59,101
113,/,65979,60,82
113,/,65979,61,64
113,/,65979,62,47
113,/,65979,63,30
113,/,65979,64,13
113,/,65979,65,111
113,/,65979,66,95
113,/,65979,67,80
113,/,65979,68,66
113,/,65979,69,52
113,/,65979,70,38
113,/,65979,71,25
113,/,65979,72,12
113,/,65979,73,112
113,/,65979,74,100
113,/,65979,75,88
113,/,65979,76,77
113,/,65979,77,65
113,/,65979,78,54
113,/,65979,79,44
113,/,65979,80,33
113,/,65979,81,23
113,/,65979,82,13
113,/,65979,83,3
113,/,65979,84,107
113,/,65979,85,98
113,/,65979,86,89
113,/,65979,87,80
113,/,65979,88,71
113,/,65979,89,63
113,/,65979,90,55
113,/,65979,91,47
113,/,65979,92,39
113,/,65979,93,31
113,/,65979,94,23
113,/,65979,95,16
113,/,65979,96,9
113,/,65979,97,2
113,/,65979,98,108
113,/,65979,99,101
113,/,65979,100,94
113,/,65979,101,88
113,/,65979,102,81
113,/,65979,103,75
113,/,65979,104,69
113,/,65979,105,63
113,/,65979,106,57
113,/,65979,107,51
113,/,65979,108,45
113,/,65979,109,40
113,/,65979,110,34
113,/,65979,111,29
113,/,65979,112,24
113,/,65979,113,18
113,/,50938,1,88
113,/,50938,2,44
113,/,50938,3,29
113,/,50938,4,78
113,/,50938,5,17
113,/,50938,6,14
113,/,50938,7,44
113,/,50938,8,39
113,/,50938,9,9
113,/,50938,10,8
113,/,50938,11,110
113,/,50938,12,63
113,/,50938,13,76
113,/,50938,14,22
113,/,50938,15,5
113,/,50938,16,19
113,/,50938,17,58
113,/,50938,18,4
113,/,50938,19,81
113,/,50938,20,60
113,/,50938,21,52
113,/,50938,22,55
113,/,50938,23,67
113,/,50938,24,88
113,/,50938,25,3
113,/,50938,26,38
113,/,50938,27,78
113,/,50938,28,11
113,/,50938,29,61
113,/,50938,30,2
113,/,50938,31,61
113,/,50938,32,9
113,/,50938,33,74
113,/,50938,34,29
113,/,50938,35,99
113,/,50938,36,58
113,/,50938,37,20
113,/,50938,38,97
113,/,50938,39,63
113,/,50938,40,30
113,/,50938,41,112
113,/,50938,42,82
113,/,50938,43,54
113,/,50938,44,27
113,/,50938,45,1
113,/,50938,46,90
113,/,50938,47,66
113,/,50938,48,44
113,/,50938,49,22
113,/,50938,50,1
113,/,50938,51,94
113,/,50938,52,75
113,/,50938,53,57
113,/,50938,54,39
113,/,50938,55,22
113,/,50938,56,5
113,/,50938,57,102
113,/,50938,58,87
113,/,50938,59,72
113,/,50938,60,57
113,/,50938,61,44
113,/,50938,62,30
113,/,50938,63,17
113,/,50938,64,4
113,/,50938,65,105
113,/,50938,66,93
113,/,50938,67,82
113,/,50938,68,71
113,/,50938,69,60
113,/,50938,70,49
113,/,50938,71,39
113,/,50938,72,29
113,/,50938,73,19
113,/,50938,74,10
113,/,50938,75,1
113,/,50938,76,105
113,/,50938,77,96
113,/,50938,78,88
113,/,50938,79,79
113,/,50938,80,71
113,/,50938,81,63
113,/,50938,82,56
113,/,50938,83,48
113,/,50938,84,41
113,/,50938,85,34
113,/,50938,86,27
113,/,50938,87,20
113,/,50938,88,13
113,/,50938,89,7
113,/,50938,90,0
113,/,50938,91,107
113,/,50938,92,101
113,/,50938,93,95
113,/,50938,94,89
113,/,50938,95,84
113,/,50938,96,78
113,/,50938,97,73
113,/,50938,98,67
113,/,50938,99,62
113,/,50938,100,57
113,/,50938,101,52
113,/,50938,102,47
113,/,50938,103,42
113,/,50938,104,37
113,/,50938,105,33
113,/,50938,106,28
113,/,50938,107,24
113,/,50938,108,19
113,/,50938,109,15
113,/,50938,110,11
113,/,50938,111,6
113,/,50938,112,2
113,/,50938,113,111
113,/,84984,1,8
113,/,84984,2,4
113,/,84984,3,78
113,/,84984,4,2
113,/,84984,5,46
113,/,84984,6,39
113,/,84984,7,49
113,/,84984,8,1
113,/,84984,9,63
113,/,84984,10,23
113,/,84984,11,41
113,/,84984,12,76
113,/,84984,13,96
113,/,84984,14,81
113,/,84984,15,15
113,/,84984,16,0
113,/,84984,17,27
113,/,84984,18,88
113,/,84984,19,65
113,/,84984,20,68
113,/,84984,21,91
113,/,84984,22,20
113,/,84984,23,78
113,/,84984,24,38
113,/,84984,25,9
113,/,84984,26,104
113,/,84984,27,96
113,/,84984,28,97
113,/,84984,29,105
113,/,84984,30,7
113,/,84984,31,29
113,/,84984,32,56
113,/,84984,33,89
113,/,84984,34,13
113,/,84984,35,55
113,/,84984,36,100
113,/,84984,37,36
113,/,84984,38,89
113,/,84984,39,32
113,/,84984,40,90
113,/,84984,41,38
113,/,84984,42,102
113,/,84984,43,55
113,/,84984,44,10
113,/,84984,45,80
113,/,84984,46,39
113,/,84984,47,0
113,/,84984,48,75
113,/,84984,49,39
113,/,84984,50,4
113,/,84984,51,84
113,/,84984,52,52
113,/,84984,53,21
113,/,84984,54,104
113,/,84984,55,76
113,/,84984,56,48
113,/,84984,57,21
113,/,84984,58,109
113,/,84984,59,84
113,/,84984,60,60
113,/,84984,61,37
113,/,84984,62,14
113,/,84984,63,105
113,/,84984,64,84
113,/,84984,65,64
113,/,84984,66,44
113,/,84984,67,25
113,/,84984,68,6
113,/,84984,69,101
113,/,84984,70,84
113,/,84984,71,66
113,/,84984,72,50
113,/,84984,73,34
113,/,84984,74,18
113,/,84984,75,3
113,/,84984,76,101
113,/,84984,77,86
113,/,84984,78,72
113,/,84984,79,58
113,/,84984,80,45
113,/,84984,81,32
113,/,84984,82,19
113,/,84984,83,6
113,/,84984,84,107
113,/,84984,85,95
113,/,84984,86,84
113,/,84984,87,72
113,/,84984,88,61
113,/,84984,89,50
113,/,84984,90,40
113,/,84984,91,29
113,/,84984,92,19
113,/,84984,93,9
113,/,84984,94,0
113,/,84984,95,103
113,/,84984,96,94
113,/,84984,97,85
113,/,84984,98,76
113,/,84984,99,67
113,/,84984,100,58
113,/,84984,101,50
113,/,84984,102,42
113,/,84984,103,34
113,/,84984,104,26
113,/,84984,105,18
113,/,84984,106,10
113,/,84984,107,3
113,/,84984,108,108
113,/,84984,109,101
113,/,84984,110,94
113,/,84984,111,87
113,/,84984,112,80
113,/,84984,113,74
113,/,54179,1,52
113,/,54179,2,82
113,/,54179,3,92
113,/,54179,4,97
113,/,54179,5,100
113,/,54179,6,102
113,/,54179,7,55
113,/,54179,8,105
113,/,54179,9,30
113,/,54179,10,106
113,/,54179,11,66
113,/,54179,12,107
113,/,54179,13,99
113,/,54179,14,27
113,/,54179,15,108
113,/,54179,16,109
113,/,54179,17,23
113,/,54179,18,71
113,/,54179,19,26
113,/,54179,20,109
113,/,54179,21,93
113,/,54179,22,89
113,/,54179,23,95
113,/,54179,24,110
113,/,54179,25,20
113,/,54179,26,49
113,/,54179,27,85
113,/,54179,28,13
113,/,54179,29,60
113,/,54179,30,110
113,/,54179,31,52
113,/,54179,32,111
113,/,54179,33,59
113,/,54179,34,11
113,/,54179,35,78
113,/,54179,36,35
113,/,54179,37,108
113,/,54179,38,69
113,/,54179,39,33
113,/,54179,40,111
113,/,54179,41,78
113,/,54179,42,46
113,/,54179,43,16
113,/,54179,44,101
113,/,54179,45,73
113,/,54179,46,47
113,/,54179,47,22
113,/,54179,48,111
113,/,54179,49,88
113,/,54179,50,66
113,/,54179,51,45
113,/,54179,52,24
113,/,54179,53,5
113,/,54179,54,99
113,/,54179,55,81
113,/,54179,56,63
113,/,54179,57,46
113,/,54179,58,30
113,/,54179,59,14
113,/,54179,60,111
113,/,54179,61,97
113,/,54179,62,82
113,/,54179,63,68
113,/,54179,64,55
113,/,54179,65,42
113,/,54179,66,29
113,/,54179,67,17
113,/,54179,68,5
113,/,54179,69,107
113,/,54179,70,95
113,/,54179,71,85
113,/,54179,72,74
113,/,54179,73,64
113,/,54179,74,54
113,/,54179,75,44
113,/,54179,76,34
113,/,54179,77,25
113,/,54179,78,16
113,/,54179,79,7
113,/,54179,80,112
113,/,54179,81,103
113,/,54179,82,95
113,/,54179,83,87
113,/,54179,84,79
113,/,54179,85,72
113,/,54179,86,64
113,/,54179,87,57
113,/,54179,88,50
113,/,54179,89,43
113,/,54179,90,36
113,/,54179,91,30
113,/,54179,92,23
113,/,54179,93,17
113,/,54179,94,11
113,/,54179,95,5
113,/,54179,96,112
113,/,54179,97,106
113,/,54179,98,100
113,/,54179,99,95
113,/,54179,100,89
113,/,54179,101,84
113,/,54179,102,79
113,/,54179,103,74
113,/,54179,104,68
113,/,54179,105,63
113,/,54179,106,59
113,/,54179,107,54
113,/,54179,108,49
113,/,54179,109,45
113,/,54179,110,40
113,/,54179,111,36
113,/,54179,112,31
113,/,54179,113,27
113,/,61208,1,75
113,/,61208,2,94
113,/,61208,3,62
113,/,61208,4,47
113,/,61208,5,37
113,/,61208,6,31
113,/,61208,7,43
113,/,61208,8,80
113,/,61208,9,20
113,/,61208,10,18
113,/,61208,11,27
113,/,61208,12,15
113,/,61208,13,75
113,/,61208,14,78
113,/,61208,15,12
113,/,61208,16,96
113,/,61208,17,97
113,/,61208,18,10
113,/,61208,19,57
113,/,61208,20,9
113,/,61208,21,89
113,/,61208,22,70
113,/,61208,23,62
113,/,61208,24,64
113,/,61208,25,75
113,/,61208,26,94
113,/,61208,27,6
113,/,61208,28,39
113,/,61208,29,76
113,/,61208,30,6
113,/,61208,31,53
113,/,61208,32,104
113,/,61208,33,46
113,/,61208,34,105
113,/,61208,35,53
113,/,61208,36,5
113,/,61208,37,72
113,/,61208,38,28
113,/,61208,39,100
113,/,61208,40,61
113,/,61208,41,23
113,/,61208,42,101
113,/,61208,43,67
113,/,61208,44,35
113,/,61208,45,4
113,/,61208,46,87
113,/,61208,47,59
113,/,61208,48,32
113,/,61208,49,6
113,/,61208,50,94
113,/,61208,51,70
113,/,61208,52,47
113,/,61208,53,24
113,/,61208,54,3
113,/,61208,55,95
113,/,61208,56,76
113,/,61208,57,56
113,/,61208,58,38
113,/,61208,59,20
113,/,61208,60,3
113,/,61208,61,99
113,/,61208,62,83
113,/,61208,63,67
113,/,61208,64,52
113,/,61208,65,37
113,/,61208,66,23
113,/,61208,67,9
113,/,61208,68,109
113,/,61208,69,96
113,/,61208,70,83
113,/,61208,71,71
113,/,61208,72,59
113,/,61208,73,47
113,/,61208,74,36
113,/,61208,75,25
113,/,61208,76,14
113,/,61208,77,3
113,/,61208,78,106
113,/,61208,79,96
113,/,61208,80,87
113,/,61208,81,77
113,/,61208,82,68
113,/,61208,83,59
113,/,61208,84,50
113,/,61208,85,42
113,/,61208,86,33
113,/,61208,87,25
113,/,61208,88,17
113,/,61208,89,9
113,/,61208,90,2
113,/,61208,91,107
113,/,61208,92,100
113,/,61208,93,93
113,/,61208,94,86
113,/,61208,95,79
113,/,61208,96,72
113,/,61208,97,66
113,/,61208,98,59
113,/,61208,99,53
113,/,61208,100,47
113,/,61208,101,41
113,/,61208,102,35
113,/,61208,103,29
113,/,61208,104,23
113,/,61208,105,17
113,/,61208,106,12
113,/,61208,107,7
113,/,61208,108,1
113,/,61208,109,109
113,/,61208,110,104
113,/,61208,111,99
113,/,61208,112,94
113,/,61208,113,89
113,/,9184,1,31
113,/,9184,2,72
113,/,9184,3,10
113,/,9184,4,36
113,/,9184,5,28
113,/,9184,6,61
113,/,9184,7,69
113,/,9184,8,18
113,/,9184,9,3
113,/,9184,10,14
113,/,9184,11,43
113,/,9184,12,87
113,/,9184,13,28
113,/,9184,14,91
113,/,9184,15,47
113,/,9184,16,9
113,/,9184,17,88
113,/,9184,18,58
113,/,9184,19,31
113,/,9184,20,7
113,/,9184,21,98
113,/,9184,22,78
113,/,9184,23,60
113,/,9184,24,43
113,/,9184,25,28
113,/,9184,26,14
113,/,9184,27,1
113,/,9184,28,102
113,/,9184,29,90
113,/,9184,30,80
113,/,9184,31,70
113,/,9184,32,61
113,/,9184,33,52
113,/,9184,34,44
113,/,9184,35,36
113,/,9184,36,29
113,/,9184,37,22
113,/,9184,38,15
113,/,9184,39,9
113,/,9184,40,3
113,/,9184,41,111
113,/,9184,42,105
113,/,9184,43,100
113,/,9184,44,95
113,/,9184,45,91
113,/,9184,46,86
113,/,9184,47,82
113,/,9184,48,78
113,/,9184,49,74
113,/,9184,50,70
113,/,9184,51,67
113,/,9184,52,63
113,/,9184,53,60
113,/,9184,54,57
113,/,9184,55,53
113,/,9184,56,51
113,/,9184,57,48
113,/,9184,58,45
113,/,9184,59,42
113,/,9184,60,40
113,/,9184,61,37
113,/,9184,62,35
113,/,9184,63,32
113,/,9184,64,30
113,/,9184,65,28
113,/,9184,66,26
113,/,9184,67,24
113,/,9184,68,22
113,/,9184,69,20
113,/,9184,70,18
113,/,9184,71,16
113,/,9184,72,14
113,/,9184,73,12
113,/,9184,74,11
113,/,9184,75,9
113,/,9184,76,7
113,/,9184,77,6
113,/,9184,78,4
113,/,9184,79,3
113,/,9184,80,1
113,/,9184,81,0
113,/,9184,82,112
113,/,9184,83,110
113,/,9184,84,109
113,/,9184,85,108
113,/,9184,86,106
113,/,9184,87,105
113,/,9184,88,104
113,/,9184,89,103
113,/,9184,90,102
113,/,9184,91,100
113,/,9184,92,99
113,/,9184,93,98
113,/,9184,94,97
113,/,9184,95,96
113,/,9184,96,95
113,/,9184,97,94
113,/,9184,98,93
113,/,9184,99,92
113,/,9184,100,91
113,/,9184,101,90
113,/,9184,102,90
113,/,9184,103,89
113,/,9184,104,88
113,/,9184,105,87
113,/,9184,106,86
113,/,9184,107,85
113,/,9184,108,85
113,/,9184,109,84
113,/,9184,110,83
113,/,9184,111,82
113,/,9184,112,82
113,/,9184,113,81
113,/,64108,1,37
113,/,64108,2,75
113,/,64108,3,12
113,/,64108,4,94
113,/,64108,5,52
113,/,64108,6,62
113,/,64108,7,5
113,/,64108,8,103
113,/,64108,9,4
113,/,64108,10,82
113,/,64108,11,65
113,/,64108,12,31
113,/,64108,13,72
113,/,64108,14,59
113,/,64108,15,92
113,/,64108,16,51
113,/,64108,17,42
113,/,64108,18,58
113,/,64108,19,97
113,/,64108,20,41
113,/,64108,21,1
113,/,64108,22,89
113,/,64108,23,75
113,/,64108,24,72
113,/,64108,25,78
113,/,64108,26,92
113,/,64108,27,1
113,/,64108,28,29
113,/,64108,29,63
113,/,64108,30,102
113,/,64108,31,34
113,/,64108,32,82
113,/,64108,33,21
113,/,64108,34,77
113,/,64108,35,23
113,/,64108,36,85
113,/,64108,37,37
113,/,64108,38,105
113,/,64108,39,61
113,/,64108,40,20
113,/,64108,41,94
113,/,64108,42,57
113,/,64108,43,21
113,/,64108,44,101
113,/,64108,45,68
113,/,64108,46,37
113,/,64108,47,8
113,/,64108,48,92
113,/,64108,49,65
113,/,64108,50,39
113,/,64108,51,14
113,/,64108,52,102
113,/,64108,53,79
113,/,64108,54,57
113,/,64108,55,35
113,/,64108,56,14
113,/,64108,57,107
113,/,64108,58,88
113,/,64108,59,69
113,/,64108,60,51
113,/,64108,61,33
113,/,64108,62,17
113,/,64108,63,0
113,/,64108,64,97
113,/,64108,65,82
113,/,64108,66,67
113,/,64108,67,52
113,/,64108,68,38
113,/,64108,69,25
113,/,64108,70,11
113,/,64108,71,111
113,/,64108,72,99
113,/,64108,73,87
113,/,64108,74,75
113,/,64108,75,63
113,/,64108,76,52
113,/,64108,77,41
113,/,64108,78,30
113,/,64108,79,20
113,/,64108,80,10
113,/,64108,81,0
113,/,64108,82,103
113,/,64108,83,94
113,/,64108,84,85
113,/,64108,85,76
113,/,64108,86,67
113,/,64108,87,58
113,/,64108,88,50
113,/,64108,89,42
113,/,64108,90,34
113,/,64108,91,26
113,/,64108,92,18
113,/,64108,93,11
113,/,64108,94,4
113,/,64108,95,109
113,/,64108,96,102
113,/,64108,97,95
113,/,64108,98,89
113,/,64108,99,82
113,/,64108,100,76
113,/,64108,101,69
113,/,64108,102,63
113,/,64108,103,57
113,/,64108,104,51
113,/,64108,105,45
113,/,64108,106,39
113,/,64108,107,34
113,/,64108,108,28
113,/,64108,109,23
113,/,64108,110,17
113,/,64108,111,12
113,/,64108,112,7
113,/,64108,113,2
113,/,88107,1,80
113,/,88107,2,96
113,/,88107,3,102
113,/,88107,4,104
113,/,88107,5,106
113,/,88107,6,107
113,/,88107,7,43
113,/,88107,8,52
113,/,88107,9,71
113,/,88107,10,109
113,/,88107,11,99
113,/,88107,12,110
113,/,88107,13,110
113,/,88107,14,78
113,/,88107,15,110
113,/,88107,16,82
113,/,88107,17,97
113,/,88107,18,35
113,/,88107,19,4
113,/,88107,20,111
113,/,88107,21,14
113,/,88107,22,49
113,/,88107,23,101
113,/,88107,24,55
113,/,88107,25,21
113,/,88107,26,111
113,/,88107,27,99
113,/,88107,28,95
113,/,88107,29,100
113,/,88107,30,111
113,/,88107,31,17
113,/,88107,32,41
