p,o,a,b,c
113,/,51,12,4
97,-,89,79,10
113,/,104,23,4
113,+,54,25,79
113,-,65,92,86
113,+,82,65,34
113,+,58,113,58
97,+,38,24,62
97,/,53,30,1
97,+,32,19,51
113,/,108,86,1
97,-,41,64,74
97,-,72,59,13
113,-,57,25,32
113,+,12,44,56
113,+,79,20,99
97,/,61,6,10
97,/,49,58,0
97,/,11,87,0
97,+,82,24,9
97,-,85,94,88
97,/,60,65,0
113,-,93,14,79
113,-,58,108,63
113,+,67,52,6
97,-,22,16,6
113,/,23,97,0
113,+,69,93,49
97,/,75,54,1
97,+,94,31,28
113,/,51,6,8
97,-,93,38,55
97,/,44,33,1
97,+,62,40,5
113,+,23,10,33
113,+,15,6,21
113,/,41,27,1
113,/,100,37,2
113,+,33,8,41
113,/,33,62,0
97,-,45,29,16
113,+,42,84,13
97,-,27,72,52
113,-,9,99,23
113,/,87,32,2
97,/,25,11,2
113,+,22,101,10
113,/,112,49,2
113,+,23,112,22
113,-,100,62,38
113,/,12,99,0
113,-,20,80,53
97,+,78,69,50
113,-,90,8,82
113,+,50,103,40
113,+,20,29,49
97,+,4,74,78
113,/,66,106,0
97,/,23,87,0
97,/,87,89,0
97,/,14,30,0
113,-,106,4,102
97,+,78,84,65
113,/,33,70,0
113,-,31,3,28
113,-,99,12,87
97,-,28,14,14
113,/,88,36,2
97,+,18,27,45
113,/,91,75,1
113,+,8,63,71
113,-,70,63,7
97,+,45,86,34
97,-,93,62,31
113,+,7,13,20
97,-,86,90,93
97,/,15,80,0
97,/,85,14,6
97,-,26,36,87
97,+,72,67,42
97,+,37,76,16
113,/,24,48,0
97,-,11,48,60
97,-,39,51,85
97,/,86,84,1
113,-,26,111,28
113,/,69,77,0
97,/,2,81,0
113,+,109,98,94
113,/,2,17,0
113,+,53,105,45
113,+,6,69,75
113,/,73,72,1
97,+,61,30,91
113,+,7,99,106
113,+,60,38,98
113,/,20,51,0
97,-,73,89,81
113,+,53,34,87
97,/,47,20,2
97,-,36,70,63
113,+,109,11,7
113,/,28,88,0
97,+,15,3,18
113,/,13,71,0
97,/,6,8,0
97,+,63,51,17
113,-,90,45,45
97,-,97,88,9
113,+,34,4,38
97,+,11,88,2
97,+,48,53,4
113,-,37,65,85
113,-,21,112,22
113,/,53,85,0
97,-,11,89,19
113,+,25,42,67
113,/,13,2,6
113,/,20,16,1
113,-,26,62,77
113,/,49,111,0
97,/,68,62,1
97,/,88,73,1
97,/,24,69,0
97,-,79,1,78
113,-,27,53,87
97,+,65,46,14
113,/,103,16,6
113,-,55,14,41
97,+,82,33,18
113,-,9,35,87
113,/,50,46,1
97,-,36,37,96
113,+,17,26,43
97,/,17,59,0
97,/,97,71,1
113,+,54,19,73
97,-,50,25,25
113,+,68,103,58
113,/,3,58,0
97,+,58,17,75
113,/,12,32,0
113,-,46,63,96
113,/,91,84,1
113,+,32,100,19
97,/,48,52,0
97,+,21,24,45
113,-,112,6,106
97,+,73,66,42
113,/,18,31,0
113,/,16,76,0
97,/,82,85,0
97,/,76,1,76
97,/,92,1,92
113,-,88,79,9
113,-,61,10,51
113,-,97,88,9
113,/,40,84,0
113,/,55,63,0
97,/,12,42,0
97,+,66,69,38
113,/,27,44,0
97,-,50,66,81
113,/,27,76,0
113,+,23,8,31
113,-,52,69,96
113,+,101,100,88
113,/,82,104,0
113,/,65,88,0
97,/,66,69,0
97,/,71,60,1
113,+,46,34,80
97,/,45,56,0
113,/,15,66,0
113,+,63,101,51
113,-,53,105,61
113,/,99,43,2
113,/,102,74,1
97,/,64,64,1
97,/,69,93,0
113,+,13,73,86
113,/,84,2,42
97,+,62,60,25
97,+,43,27,70
97,/,66,94,0
97,-,78,24,54
113,-,1,24,90
97,/,72,90,0
97,+,24,97,24
97,/,65,27,2
97,-,65,52,13
113,-,70,111,72
113,/,42,63,0
113,+,104,21,12
97,+,34,28,62
113,-,13,43,83
97,+,34,81,18
113,+,50,86,23
97,-,96,65,31
97,-,19,39,77
113,-,100,2,98
97,-,44,71,70
113,+,53,112,52
113,+,107,19,13
97,+,70,13,83
113,/,48,22,2
113,-,37,9,28
113,+,80,12,92
97,+,15,56,71
97,+,37,28,65
113,+,53,32,85
97,/,54,54,1
113,+,50,59,109
113,+,107,33,27
97,-,51,90,58
97,/,46,9,5
113,-,100,83,17
113,-,66,65,1
97,-,57,85,69
97,-,94,7,87
113,+,89,49,25
113,-,109,103,6
113,/,94,1,94
97,+,55,14,69
113,/,85,104,0
97,-,45,54,88
97,+,16,52,68
97,-,24,91,30
113,+,72,10,82
113,+,61,45,106
97,/,15,37,0
113,-,46,12,34
113,+,92,72,51
113,/,39,32,1
113,/,5,98,0
113,-,69,82,100
113,+,16,48,64
113,+,53,53,106
113,-,26,77,62
97,/,14,36,0
97,/,26,96,0
113,+,92,16,108
97,-,14,39,72
113,+,80,62,29
113,+,62,34,96
113,/,31,7,4
113,+,30,102,19
97,+,77,3,80
113,+,68,7,75
97,/,29,30,0
97,-,68,37,31
113,+,10,52,62
113,-,70,46,24
97,+,2,46,48
113,+,30,112,29
97,+,86,38,27
97,/,94,29,3
113,+,8,83,91
113,-,34,38,109
113,-,21,90,44
113,+,6,37,43
113,-,38,110,41
113,/,110,93,1
97,-,28,19,9
113,+,12,41,53
97,-,61,12,49
97,/,53,20,2
97,/,30,60,0
113,+,16,39,55
97,/,84,42,2
113,-,27,25,2
97,+,2,6,8
113,/,51,82,0
113,/,102,17,6
97,+,49,22,71
97,+,7,12,19
113,-,23,23,0
97,+,78,76,57
113,+,2,28,30
113,-,33,42,104
113,+,82,64,33
97,-,55,62,90
113,+,84,105,76
97,-,8,46,59
113,-,91,14,77
113,-,29,93,49
113,/,12,81,0
97,/,42,78,0
97,/,82,34,2
113,-,111,56,55
113,/,35,35,1
113,-,15,21,107
113,+,11,34,45
97,+,1,68,69
113,+,74,55,16
113,+,78,23,101
113,/,60,32,1
113,/,63,42,1
97,-,31,41,87
97,+,5,73,78
97,+,51,42,93
113,/,68,14,4
97,+,46,79,28
113,/,108,109,0
113,+,18,11,29
97,/,68,7,9
113,+,90,102,79
113,-,82,8,74
113,-,112,100,12
97,+,84,76,63
97,-,73,3,70
113,-,98,75,23
113,/,95,43,2
113,+,99,47,33
97,/,95,74,1
113,-,74,68,6
97,/,49,18,2
97,-,35,12,23
113,-,8,37,84
97,/,66,6,11
113,+,17,30,47
113,/,15,88,0
97,/,15,81,0
113,/,89,39,2
113,/,27,81,0
97,/,93,23,4
113,/,36,34,1
97,/,18,48,0
113,/,16,9,1
113,+,50,27,77
97,-,97,19,78
113,-,8,73,48
113,-,83,92,104
97,+,84,78,65
97,-,56,64,89
113,/,24,8,3
113,+,69,32,101
113,-,24,88,49
97,-,17,76,38
113,-,50,42,8
97,+,7,1,8
97,+,2,93,95
97,+,7,89,96
97,/,79,32,2
113,/,60,68,0
113,+,83,5,88
113,-,81,53,28
113,-,91,2,89
97,-,25,3,22
113,-,46,58,101
97,-,42,69,70
113,-,5,32,86
113,-,6,45,74
113,/,8,107,0
97,+,90,63,56
97,-,56,51,5
97,-,84,36,48
113,/,57,105,0
97,/,89,44,2
97,/,22,93,0
113,+,92,80,59
97,/,8,93,0
97,+,51,3,54
113,+,86,33,6
113,-,9,33,89
113,+,31,55,86
97,/,20,23,0
113,-,62,53,9
97,-,80,95,82
113,/,50,41,1
113,+,73,30,103
113,/,0,73,0
113,+,21,99,7
97,/,44,25,1
97,/,83,57,1
113,/,24,80,0
113,+,63,36,99
113,+,40,75,2
97,+,87,54,44
113,/,48,44,1
113,/,44,80,0
97,+,74,19,93
113,-,51,90,74
113,-,61,105,69
113,-,84,56,28
97,/,19,43,0
97,-,91,70,21
113,-,84,61,23
113,-,92,65,27
97,/,30,51,0
97,/,73,47,1
113,+,37,101,25
97,-,10,88,19
113,+,92,59,38
97,-,27,93,31
97,-,64,55,9
97,+,33,50,83
113,-,22,61,74
97,-,79,2,77
97,-,2,35,64
113,+,57,57,1
97,-,78,59,19
97,-,76,6,70
113,-,96,61,35
113,/,33,1,33
97,+,19,94,16
113,/,42,70,0
97,+,37,5,42
97,+,44,28,72
97,-,6,22,81
113,/,39,62,0
97,+,84,38,25
97,-,57,92,62
113,/,73,47,1
97,-,20,39,78
113,/,63,34,1
113,+,53,11,64
113,/,64,74,0
113,/,107,27,3
97,+,34,88,25
113,+,57,26,83
113,+,63,62,12
113,-,32,68,77
97,+,45,35,80
97,-,18,25,90
97,-,38,52,83
97,+,0,62,62
113,-,77,58,19
97,/,66,33,2
113,+,8,77,85
97,-,87,32,55
113,-,49,53,109
113,/,55,95,0
113,-,73,12,61
113,+,44,91,22
113,/,40,19,2
97,-,33,51,79
97,/,97,61,1
113,/,21,97,0
113,/,63,70,0
113,/,77,46,1
113,-,15,59,69
113,-,9,45,77
113,-,1,61,53
113,-,98,100,111
113,+,64,38,102
97,-,68,14,54
97,/,86,53,1
113,+,91,55,33
97,/,48,41,1
113,+,51,7,58
113,-,92,50,42
113,+,56,16,72
113,+,99,40,26
97,-,27,26,1
113,+,66,51,4
113,-,112,70,42
97,/,25,92,0
113,/,3,29,0
113,/,63,40,1
113,+,34,2,36
97,-,18,29,86
97,-,70,50,20
113,-,111,18,93
97,/,47,91,0
97,-,5,11,91
113,-,42,53,102
97,/,36,43,0
113,-,77,52,25
97,/,16,78,0
97,-,28,31,94
113,-,0,17,96
113,/,99,46,2
113,-,48,49,112
113,+,104,97,88
113,-,21,109,25
97,-,85,47,38
97,-,25,82,40
113,/,73,89,0
97,-,0,81,16
97,/,6,40,0
97,-,86,42,44
113,/,93,55,1
97,-,36,64,69
97,+,60,28,88
113,/,105,55,1
113,-,13,41,85
97,/,26,74,0
113,+,53,42,95
113,+,61,9,70
97,/,68,33,2
97,-,32,56,73
113,-,83,2,81
113,-,36,92,57
97,-,72,17,55
97,+,88,13,4
97,+,17,13,30
113,+,96,37,20
97,+,76,83,62
97,-,95,54,41
113,-,14,80,47
97,/,21,80,0
113,/,112,42,2
97,/,79,18,4
97,/,42,71,0
113,-,63,74,102
113,+,108,96,91
113,-,88,73,15
97,/,34,39,0
97,/,6,72,0
97,+,10,85,95
97,+,24,19,43
97,/,1,9,0
113,/,3,40,0
97,+,90,81,74
113,/,10,51,0
113,/,52,3,17
97,-,89,9,80
97,-,32,70,59
113,-,79,11,68
113,+,0,25,25
113,+,112,17,16
113,/,15,34,0
97,+,76,6,82
113,+,46,101,34
113,/,35,89,0
113,/,22,69,0
113,-,34,98,49
113,-,99,113,99
113,-,28,19,9
113,/,62,57,1
113,/,12,59,0
113,+,7,61,68
113,/,107,32,3
113,+,45,47,92
113,+,37,106,30
113,-,22,76,59
97,-,32,92,37
113,-,74,94,93
113,-,7,11,109
97,-,15,68,44
113,-,37,50,100
113,-,99,45,54
97,-,5,96,6
113,/,89,26,3
113,-,102,93,9
113,+,88,96,71
113,+,56,70,13
97,/,35,72,0
113,-,84,36,48
97,-,63,74,86
113,+,8,56,64
113,+,66,112,65
97,-,60,20,40
113,-,82,33,49
113,/,93,6,15
113,+,0,39,39
97,/,86,48,1
97,-,88,65,23
97,-,74,70,4
113,+,90,83,60
97,/,82,92,0
113,-,16,97,32
113,+,75,72,34
97,/,70,43,1
113,-,38,76,75
97,+,67,85,55
113,/,30,43,0
113,-,68,84,97
97,/,8,39,0
113,-,53,82,84
113,+,74,11,85
113,-,51,85,79
113,+,31,78,109
97,/,44,31,1
97,-,23,43,77
97,-,26,28,95
97,-,35,74,58
113,/,6,94,0
97,-,71,63,8
97,-,52,31,21
97,-,86,45,41
113,+,75,11,86
97,+,72,47,22
113,-,101,111,103
113,/,108,92,1
113,/,88,98,0
113,/,79,21,3
113,-,0,7,106
97,-,17,51,63
113,+,96,66,49
113,+,79,94,60
97,+,65,58,26
97,/,59,64,0
97,+,67,96,66
97,+,79,7,86
113,/,37,62,0
97,-,66,59,7
113,-,1,49,65
97,/,19,94,0
97,-,74,92,79
97,+,6,83,89
113,/,98,52,1
113,/,75,31,2
113,+,74,5,79
113,+,17,5,22
113,-,73,38,35
113,-,9,66,56
97,/,52,80,0
113,-,90,14,76
113,/,6,35,0
97,/,87,7,12
113,+,83,80,50
97,/,37,42,0
97,+,43,97,43
97,/,75,87,0
97,-,30,60,67
97,/,60,5,12
97,+,92,72,67
97,+,20,56,76
113,-,19,19,0
97,+,56,78,37
113,/,94,12,7
113,-,19,90,42
113,/,18,111,0
113,-,19,35,97
97,-,4,52,49
113,+,10,17,27
113,+,7,57,64
97,-,47,47,0
97,/,63,22,2
97,-,5,97,5
113,/,91,67,1
113,-,2,105,10
113,+,100,56,43
113,-,66,68,111
97,/,70,69,1
97,-,91,59,32
97,+,52,61,16
113,-,80,40,40
97,/,26,60,0
113,/,81,97,0
113,/,63,7,9
97,-,65,27,38
113,+,101,16,4
113,+,104,57,48
113,+,4,113,4
97,+,84,21,8
97,/,32,94,0
113,/,11,40,0
97,+,91,47,41
113,-,89,4,85
113,-,86,11,75
113,/,34,21,1
113,/,27,111,0
113,/,50,72,0
97,/,21,58,0
97,-,54,29,25
97,+,9,15,24
113,-,12,17,108
97,/,84,93,0
113,+,38,20,58
97,+,78,38,19
113,/,27,100,0
97,/,73,76,0
97,-,88,16,72
97,+,35,42,77
97,+,73,31,7
97,/,2,71,0
97,+,63,22,85
113,/,72,84,0
113,/,18,45,0
97,-,47,5,42
113,/,70,66,1
113,-,89,92,110
113,/,94,26,3
113,/,110,95,1
97,-,83,78,5
97,-,6,18,85
97,-,92,29,63
113,/,48,64,0
97,+,37,78,18
113,-,75,72,3
113,-,54,12,42
97,/,43,90,0
97,/,39,70,0
113,+,38,94,19
97,/,35,20,1
113,/,79,52,1
97,/,67,67,1
97,/,36,9,4
97,+,30,87,20
113,-,85,90,108
97,-,11,5,6
113,-,59,50,9
97,-,89,81,8
113,-,51,76,88
113,+,38,72,110
113,+,2,49,51
113,/,10,32,0
113,-,18,3,15
113,-,26,28,111
113,+,48,87,22
113,+,67,38,105
97,-,82,37,45
113,+,68,107,62
113,-,75,107,81
113,-,11,76,48
113,/,0,12,0
113,-,87,1,86
97,+,84,40,27
113,/,63,72,0
113,+,0,99,99
97,/,75,13,5
97,/,0,86,0
97,-,15,85,27
113,+,98,44,29
113,-,81,21,60
113,-,60,99,74
97,-,34,31,3
97,-,79,21,58
97,+,45,17,62
113,+,61,28,89
97,/,56,8,7
113,/,6,105,0
97,/,27,1,27
97,-,17,58,56
113,-,103,93,10
97,+,13,51,64
97,-,93,19,74
113,/,71,18,3
113,-,67,83,97
113,/,20,100,0
113,+,32,108,27
113,/,17,36,0
97,-,71,28,43
113,-,24,63,74
97,+,57,76,36
113,-,55,98,70
113,/,112,25,4
113,+,21,48,69
97,/,56,76,0
113,-,28,76,65
97,+,18,21,39
113,-,105,35,70
97,+,96,38,37
97,/,78,78,1
97,-,9,67,39
97,+,10,40,50
113,-,88,36,52
113,/,96,45,2
97,-,13,41,69
97,+,51,45,96
113,-,67,77,103
97,/,45,3,15
113,/,53,112,0
113,/,47,100,0
97,+,36,72,11
113,-,95,54,41
113,/,74,63,1
97,/,85,45,1
97,+,29,16,45
97,/,17,54,0
113,+,56,92,35
113,-,88,67,21
97,+,4,97,4
113,-,55,92,76
113,/,80,52,1
113,-,33,69,77
97,-,40,52,85
113,/,38,8,4
97,-,35,38,94
113,/,40,42,0
113,-,111,98,13
97,+,56,82,41
113,-,15,1,14
113,-,56,27,29
97,/,73,54,1
97,/,40,29,1
97,/,5,58,0
113,+,80,93,60
97,/,63,15,4
97,-,54,39,15
97,-,60,66,91
113,-,95,0,95
113,-,15,12,3
113,+,87,36,10
113,-,42,51,104
113,+,74,96,57
113,/,31,71,0
113,+,92,95,74
113,+,60,44,104
97,+,46,71,20
97,/,59,91,0
97,-,8,91,14
113,+,98,106,91
97,-,77,30,47
113,-,2,13,102
97,/,97,52,1
97,/,3,95,0
113,+,13,55,68
97,+,80,62,45
97,+,64,25,89
97,/,13,92,0
97,-,45,5,40
113,-,83,25,58
113,+,8,35,43
97,-,87,79,8
113,+,32,112,31
97,+,93,9,5
97,/,75,77,0
113,+,104,31,22
97,+,53,72,28
113,/,56,60,0
113,+,2,1,3
113,-,46,62,97
113,-,34,93,54
113,-,9,60,62
113,/,81,35,2
97,-,4,41,60
113,/,85,5,17
113,-,79,85,107
113,-,95,12,83
97,-,68,47,21
97,/,74,23,3
97,-,52,52,0
97,/,43,97,0
113,-,102,55,47
113,+,61,17,78
97,-,56,15,41
97,-,49,42,7
97,-,89,70,19
113,-,51,23,28
113,+,94,71,52
113,-,77,59,18
113,/,25,91,0
97,-,81,57,24
97,+,55,9,64
113,+,4,98,102
113,-,31,97,47
97,-,30,67,60
113,/,110,113,0
97,/,11,40,0
113,/,63,51,1
113,+,38,44,82
97,/,27,28,0
97,-,20,55,62
113,-,100,17,83
113,+,53,50,103
113,+,92,83,62
113,/,18,92,0
97,-,70,21,49
113,+,15,105,7
113,-,99,63,36
113,+,65,58,10
97,/,74,37,2
113,-,12,103,22
113,+,84,100,71
113,/,0,113,0
113,/,108,27,4
97,+,30,63,93
113,+,4,49,53
113,/,57,68,0
97,-,19,95,21
113,/,35,94,0
97,/,6,21,0
113,/,59,84,0
97,/,59,79,0
113,-,85,62,23
97,+,63,55,21
97,+,5,25,30
113,+,29,98,14
113,/,65,106,0
113,-,90,83,7
113,+,6,107,0
113,+,43,3,46
113,-,47,103,57
113,-,102,45,57
113,/,52,76,0
113,-,74,86,101
97,+,84,79,66
113,/,100,96,1
113,+,104,50,41
113,/,47,50,0
113,-,51,54,110
97,-,78,86,89
113,-,15,55,73
97,+,4,76,80
113,-,23,8,15
97,-,68,74,91
113,+,46,92,25
113,-,68,94,87
97,+,9,35,44
113,+,98,33,18
113,-,53,72,94
113,/,57,22,2
113,-,49,5,44
113,+,99,100,86
113,-,78,16,62
113,/,102,45,2
113,/,20,43,0
113,+,10,94,104
113,-,100,65,35
97,-,36,40,93
97,+,88,46,37
97,+,96,74,73
97,+,51,12,63
97,-,2,18,81
113,/,6,77,0
97,-,36,0,36
97,-,7,70,34
97,/,53,16,3
97,/,50,52,0
113,/,107,18,5
97,/,23,63,0
113,-,105,54,51
97,-,25,74,48
97,-,86,60,26
97,+,52,26,78
97,-,8,86,19
97,-,19,68,48
113,+,60,72,19
97,-,66,62,4
97,-,45,49,93
97,-,77,64,13
113,-,56,43,13
113,/,47,32,1
97,+,9,68,77
97,-,70,32,38
97,+,35,94,32
113,+,92,98,77
97,+,36,85,24
97,+,63,69,35
113,/,22,40,0
113,-,62,7,55
97,-,50,11,39
97,+,33,69,5
113,/,15,10,1
97,-,14,92,19
113,-,66,82,97
97,-,54,9,45
97,/,61,15,4
113,-,29,34,108
113,+,44,72,3
97,-,96,47,49
97,+,22,43,65
97,-,34,3,31
113,-,50,50,0
113,+,71,24,95
113,/,111,81,1
97,+,22,65,87
113,+,103,66,56
113,+,77,106,70
113,/,106,80,1
113,/,106,43,2
113,/,77,32,2
97,/,25,74,0
113,/,46,101,0
113,+,4,112,3
113,/,6,108,0
113,/,43,80,0
113,+,87,96,70
113,+,76,31,107
113,-,56,41,15
113,-,33,83,63
97,/,7,13,0
113,+,51,3,54
113,+,9,83,92
113,/,90,4,22
113,+,112,51,50
113,/,107,2,53
113,/,75,77,0
113,-,70,40,30
97,-,58,39,19
113,+,88,73,48
97,/,16,69,0
113,-,56,25,31
97,+,30,40,70
113,+,52,42,94
97,+,20,16,36
97,/,54,63,0
97,/,54,40,1
97,/,12,51,0
113,+,92,29,8
97,-,90,41,49
97,-,25,29,93
113,-,112,55,57
113,-,12,38,87
97,-,59,64,92
113,+,13,49,62
113,-,83,77,6
113,-,3,80,36
97,+,94,62,59
113,+,108,10,5
113,/,33,73,0
113,/,29,82,0
97,-,58,21,37
113,+,22,64,86
97,-,34,71,60
113,+,108,20,15
97,+,90,20,13
113,-,32,4,28
113,+,53,69,9
113,/,43,51,0
113,+,62,59,8
113,+,48,75,10
97,/,2,18,0
113,/,88,91,0
97,-,93,74,19
113,/,25,12,2
113,-,7,22,98
97,-,24,42,79
113,-,67,74,106
97,/,23,32,0
113,+,2,37,39
97,-,49,79,67
97,+,51,40,91
97,/,7,82,0
97,/,47,4,11
97,-,67,76,88
97,+,65,3,68
113,/,80,93,0
97,/,90,11,8
97,+,62,68,33
113,+,8,85,93
97,/,36,26,1
97,+,31,29,60
113,/,27,79,0
113,+,89,12,101
113,+,85,33,5
97,-,36,81,52
113,+,13,51,64
97,-,55,82,70
113,+,81,55,23
113,/,56,39,1
97,+,78,65,46
113,-,101,18,83
97,-,49,62,84
113,+,95,29,11
113,-,80,107,86
113,+,71,18,89
113,+,40,41,81
113,-,90,0,90
113,-,100,55,45
113,/,59,41,1
97,/,40,70,0
97,/,52,64,0
97,+,5,53,58
97,-,60,49,11
113,/,28,11,2
97,/,35,32,1
97,+,44,60,7
113,+,88,37,12
113,-,46,110,49
97,+,28,34,62
113,/,7,32,0
97,+,84,73,60
97,/,36,37,0
113,+,102,60,49
113,+,111,28,26
113,/,49,14,3
113,/,56,56,1
97,/,64,12,5
97,-,72,13,59
97,+,83,43,29
97,-,92,54,38
113,+,71,96,54
97,+,34,96,33
113,/,106,37,2
97,-,9,77,29
97,/,63,90,0
113,+,57,97,41
113,+,23,98,8
113,-,82,90,105
113,/,51,36,1
113,+,93,113,93
113,-,89,50,39
97,+,48,18,66
113,-,44,105,52
97,-,55,90,62
113,/,52,18,2
113,+,4,87,91
113,-,67,50,17
97,+,64,87,54
97,+,77,9,86
97,+,43,22,65
113,/,59,64,0
113,-,108,23,85
97,-,57,54,3
113,-,36,12,24
97,+,31,44,75
113,+,73,86,46
113,-,106,6,100
97,+,94,43,40
113,+,79,27,106
113,-,48,84,77
113,/,60,6,10
113,-,28,113,28
113,/,59,77,0
97,-,0,96,1
97,/,4,57,0
97,/,21,26,0
97,-,57,58,96
97,+,7,5,12
97,/,91,32,2
113,/,57,3,19
113,+,22,111,20
97,/,89,66,1
97,+,29,76,8
97,+,17,2,19
97,/,82,76,1
113,-,69,51,18
97,+,68,92,63
97,-,76,7,69
113,/,53,56,0
97,+,29,7,36
113,/,23,81,0
113,+,30,98,15
113,/,18,107,0
113,+,71,51,9
97,/,9,8,1
113,/,54,13,4
113,+,57,61,5
97,-,82,26,56
113,-,100,26,74
113,+,74,109,70
113,-,100,33,67
97,-,25,55,67
113,/,87,78,1
113,/,95,67,1
97,/,53,56,0
97,+,79,36,18
113,-,102,49,53
113,/,108,24,4
113,-,107,29,78
97,/,56,1,56
97,/,82,75,1
97,-,87,92,92
113,-,32,64,81
97,+,4,91,95
113,/,67,111,0
97,-,58,26,32
113,+,75,88,50
113,/,52,56,0
97,/,57,47,1
97,/,49,19,2
113,-,107,105,2
113,-,78,81,110
97,+,31,60,91
113,+,62,13,75
113,+,89,86,62
97,/,21,51,0
113,+,87,22,109
113,/,100,98,1
113,+,95,39,21
113,-,55,3,52
113,-,41,33,8
97,+,51,39,90
113,/,60,8,7
113,-,76,4,72
97,+,28,39,67
113,+,88,51,26
113,+,0,113,0
113,/,109,91,1
97,/,46,4,11
113,+,23,107,17
97,/,63,74,0
113,+,27,28,55
97,/,82,6,13
113,-,96,103,106
113,/,37,96,0
113,-,8,24,97
113,/,72,73,0
97,/,16,58,0
113,+,104,86,77
97,+,86,18,7
97,-,63,6,57
113,+,41,79,7
97,-,64,16,48
97,-,18,20,95
97,-,63,51,12
97,+,14,68,82
113,+,82,38,7
113,+,76,23,99
97,+,27,88,18
113,+,54,72,13
113,-,54,100,67
97,/,67,65,1
97,/,21,2,10
97,/,13,95,0
113,/,84,109,0
97,-,27,5,22
97,+,35,95,33
97,-,45,11,34
113,/,90,32,2
97,-,35,82,50
97,-,13,47,63
97,-,27,77,47
97,+,83,4,87
97,/,44,43,1
113,-,13,63,63
113,/,62,47,1
97,/,83,17,4
97,+,59,79,41
113,-,32,62,83
97,+,77,75,55
97,+,75,56,34
97,-,88,83,5
97,+,67,60,30
97,+,41,71,15
113,-,51,52,112
97,-,53,4,49
113,-,23,28,108
113,-,99,65,34
113,+,27,100,14
97,/,60,44,1
113,-,63,84,92
97,/,73,65,1
113,-,51,31,20
113,/,102,4,25
97,+,34,52,86
97,/,35,31,1
113,/,61,35,1
97,-,63,21,42
113,+,59,85,31
113,/,14,104,0
97,/,4,51,0
113,-,12,108,17
113,+,53,43,96
113,+,59,46,105
97,+,89,65,57
97,/,52,43,1
113,-,36,3,33
113,/,11,37,0
97,+,81,17,1
113,+,63,25,88
97,-,11,84,24
113,-,60,79,94
113,+,33,23,56
97,+,56,16,72
113,-,50,113,50
113,-,95,99,109
97,/,23,27,0
97,/,49,10,4
97,/,82,63,1
97,-,89,83,6
113,/,35,80,0
97,-,55,73,79
113,+,4,29,33
97,+,59,69,31
97,/,19,33,0
113,+,62,86,35
97,-,58,29,29
113,+,25,44,69
97,+,29,42,71
97,-,3,1,2
113,/,89,99,0
113,+,2,65,67
97,+,72,10,82
97,+,50,63,16
113,/,103,66,1
97,+,28,79,10
113,+,40,37,77
113,-,14,31,96
113,-,6,109,10
113,/,18,106,0
97,/,69,27,2
113,-,77,55,22
97,-,87,48,39
97,/,27,12,2
97,-,64,71,90
97,+,92,40,35
97,/,82,46,1
113,+,70,21,91
97,/,85,74,1
113,+,73,15,88
97,+,30,69,2
113,/,70,83,0
97,/,51,62,0
97,/,36,29,1
97,-,56,81,72
113,-,17,96,34
97,+,31,79,13
97,-,0,52,45
113,+,110,81,78
97,/,52,73,0
113,/,81,63,1
97,+,54,81,38
113,/,53,58,0
113,/,101,54,1
113,-,24,31,106
97,+,8,57,65
97,-,83,76,7
113,+,48,22,70
113,-,102,7,95
113,-,67,112,68
113,-,85,94,104
97,/,49,91,0
113,/,34,93,0
113,/,49,91,0
113,-,87,49,38
113,-,47,32,15
113,+,61,55,3
97,-,11,94,14
97,/,90,20,4
113,+,20,90,110
97,+,50,42,92
113,-,67,10,57
113,-,9,53,69
113,-,43,96,60
113,-,7,96,24
113,-,43,59,97
97,+,10,24,34
113,+,112,54,53
97,-,50,95,52
113,-,49,30,19
113,+,2,50,52
113,-,86,92,107
97,-,26,95,28
113,+,32,55,87
97,+,8,72,80
113,+,87,105,79
113,/,92,110,0
97,-,23,4,19
113,+,100,90,77
113,/,107,62,1
113,-,29,20,9
113,-,109,64,45
113,/,10,31,0
113,/,79,65,1
113,-,37,2,35
113,-,77,84,106
113,/,32,37,0
97,-,66,12,54
113,-,87,82,5
113,+,75,42,4
97,/,79,94,0
113,-,92,14,78
113,/,24,90,0
113,+,63,6,69
113,/,57,10,5
97,-,88,29,59
97,/,38,8,4
97,/,70,74,0
113,+,85,29,1
97,/,55,93,0
113,+,68,64,19
113,+,108,17,12
113,-,14,100,27
113,-,101,43,58
97,+,44,35,79
113,-,103,86,17
113,+,70,11,81
97,/,97,30,3
97,/,40,27,1
113,/,24,105,0
97,/,12,68,0
113,/,35,19,1
97,-,79,8,71
113,/,29,45,0
113,+,73,37,110
97,-,35,77,55
97,+,11,89,3
97,+,49,11,60
97,+,18,2,20
97,/,47,38,1
113,/,108,67,1
113,-,71,17,54
113,-,86,31,55
97,+,49,69,21
97,+,19,56,75
113,-,80,64,16
113,/,9,64,0
113,+,26,109,22
97,/,16,67,0
97,+,61,76,40
97,/,88,4,22
97,-,90,15,75
113,-,86,69,17
97,+,15,65,80
113,+,54,78,19
97,/,65,68,0
97,-,86,82,4
113,-,27,99,41
113,-,48,23,25
113,+,47,1,48
113,/,108,57,1
113,-,66,43,23
97,/,70,39,1
113,/,52,52,1
97,/,81,80,1
113,/,99,93,1
113,/,12,79,0
97,+,7,70,77
113,/,62,101,0
97,-,63,47,16
113,+,51,44,95
113,-,96,4,92
113,/,82,67,1
