p,o,a,b,c
113,-,18628,19,77
113,-,56838,2,110
97,+,5520,79,70
113,+,33576,3,18
113,/,10530,31,0
97,+,45468,46,21
113,/,94644,77,99
113,+,48186,79,14
113,+,11670,26,57
113,-,46646,87,3
97,/,60736,38,46
113,+,96626,94,105
113,+,10530,74,95
113,-,32155,19,44
113,-,32138,34,12
97,/,29432,50,6
97,/,75993,54,49
113,+,8764,58,8
113,-,32819,69,93
113,-,56838,8,104
97,-,22704,35,68
113,/,3489,70,49
97,-,97317,26,0
113,-,42439,4,60
97,/,41477,10,73
113,/,13880,63,107
113,-,40483,24,5
113,-,69342,94,92
97,/,21582,68,26
97,+,97913,44,84
97,/,69912,61,79
113,/,9184,102,90
113,/,13469,9,27
97,+,90189,92,71
113,+,60444,8,110
97,+,83449,13,42
97,+,17531,38,12
97,/,55447,53,76
97,-,77561,72,83
113,/,33576,13,96
97,+,84096,43,40
97,+,32087,87,67
113,/,92067,102,111
97,/,31330,81,95
113,-,87985,70,1
113,+,73905,66,69
113,+,46526,75,45
97,/,35467,75,84
113,/,64945,91,35
113,+,4030,89,51
113,/,22918,61,36
97,/,66969,82,40
97,/,78561,55,70
97,+,49384,67,78
113,/,62575,89,25
113,/,99188,44,107
113,+,32155,10,73
97,+,302,19,30
113,/,61287,72,60
97,+,9313,39,40
97,-,69912,62,10
113,-,77503,40,58
97,+,25367,95,48
113,/,13469,1,22
97,-,22704,10,93
113,/,42439,15,4
113,-,98262,34,31
113,-,45819,33,21
113,-,44017,112,61
97,/,69658,75,55
113,+,51028,77,29
113,-,64108,72,78
113,-,60716,112,36
97,/,21582,40,54
113,-,51028,64,1
113,+,90132,69,27
113,+,88178,11,49
113,+,11670,34,65
113,/,51677,26,66
97,/,66367,88,75
113,+,64945,90,60
113,/,88107,61,88
113,-,51028,34,31
97,+,45681,86,80
113,/,6146,3,14
97,+,46992,95,42
113,+,66178,62,22
113,+,52810,73,112
97,+,75993,51,93
113,/,48186,67,41
97,+,22704,42,48
113,-,36672,90,83
97,+,92272,43,68
113,+,22918,25,4
113,+,88178,40,78
113,+,60261,101,20
113,-,38133,64,101
97,+,9297,52,37
97,-,3357,95,61
113,-,21170,19,20
113,-,27885,92,108
97,+,47058,28,41
113,/,4030,47,85
113,-,90338,97,67
97,-,45681,37,54
113,+,40358,88,105
113,/,46646,75,56
97,-,61954,68,0
97,+,27813,34,8
113,/,64460,73,92
113,/,13469,28,29
97,/,78480,91,86
97,/,78561,10,96
97,-,36935,58,17
97,-,36413,26,12
113,-,98262,8,57
113,+,92542,85,80
113,+,2527,69,110
113,+,2527,60,101
97,-,50757,10,16
113,-,22704,57,47
97,/,84096,93,31
97,/,92272,69,76
113,-,54179,103,62
113,/,25005,103,16
113,/,21170,20,41
97,+,34702,2,75
97,+,83449,6,35
97,+,78561,62,53
113,+,11343,55,98
113,/,22088,92,14
113,/,6146,23,41
97,/,70596,84,64
113,-,21170,0,39
113,+,40541,96,70
97,+,76017,41,10
97,-,22704,18,85
97,/,49384,24,20
97,/,17986,75,45
97,+,24752,18,35
113,+,8764,70,20
113,+,90764,108,20
97,/,97317,16,68
113,/,29229,36,20
97,+,46992,68,15
97,/,49039,29,42
97,-,302,69,39
97,+,17918,90,63
113,+,84984,71,79
97,/,5956,85,70
113,/,17221,99,60
97,+,31026,62,48
113,+,65979,41,28
97,+,46992,2,46
113,-,65979,74,26
97,-,3357,43,16
97,-,57363,84,49
97,/,27813,76,74
97,/,60736,73,56
97,-,68089,12,80
113,+,53879,70,48
97,-,3357,16,43
97,/,9127,69,35
113,-,22704,15,89
97,/,39813,84,85
97,/,25040,11,45
97,-,46204,87,42
113,-,54179,65,100
113,+,15416,57,105
113,/,33576,2,64
97,+,89387,41,91
113,/,6146,107,57
113,-,12109,25,106
97,/,50757,14,36
97,-,94353,20,49
97,/,71429,10,61
113,/,78288,91,69
97,-,45681,49,42
97,+,47231,46,38
97,+,31026,0,83
97,/,47231,83,84
97,+,85802,21,75
97,+,41940,89,28
97,/,71429,75,79
113,+,56838,10,9
113,/,56838,59,59
113,+,69342,39,112
113,/,73905,40,39
113,+,13880,23,4
97,-,49203,80,41
113,-,32155,1,62
97,+,66969,19,58
113,-,17221,99,59
113,-,2527,24,17
113,+,84344,69,2
97,-,27813,32,39
113,/,18628,14,87
97,/,49039,41,32
97,/,39855,14,33
113,/,51677,93,103
97,-,69912,92,77
97,-,5520,80,8
113,/,32157,84,43
97,-,77561,5,53
113,-,77503,113,98
113,+,9184,25,56
97,+,25040,83,0
97,+,24752,73,90
113,+,25005,104,23
113,+,88625,14,47
113,/,6496,71,91
113,+,51677,61,97
113,+,61208,98,60
97,/,17531,55,27
113,-,50938,97,104
113,/,78097,72,67
113,/,46526,45,16
113,-,76255,12,81
113,-,64460,100,63
113,-,88107,18,62
97,/,35942,38,72
97,+,59127,97,54
113,-,3935,33,60
113,/,18628,80,6
113,-,98030,74,98
97,-,13485,15,84
97,/,22902,41,73
113,/,51028,94,90
97,+,41477,76,37
113,-,42439,44,20
97,/,41477,30,24
113,/,88107,84,31
97,+,84026,75,2
97,/,3080,30,5
97,+,21691,4,64
113,+,48186,68,3
97,/,46204,29,41
113,/,15577,86,68
113,+,36672,101,48
113,/,21170,46,8
97,/,85802,4,13
113,+,5188,98,88
97,/,71429,24,66
97,-,5520,34,54
97,/,36935,30,67
113,/,11670,22,78
113,/,9184,85,108
97,+,31026,48,34
113,/,32155,98,102
113,/,6268,80,78
97,+,76017,96,65
97,/,83449,37,24
97,-,75993,8,34
113,+,12109,91,109
113,/,73271,58,20
113,/,78097,51,62
113,-,29229,43,32
113,/,60439,26,64
113,+,6268,10,63
113,+,85237,52,87
113,-,54179,78,87
97,+,94353,50,22
97,-,25040,55,56
97,+,50757,31,57
97,+,7373,33,34
113,-,87985,72,112
113,-,99188,23,64
97,-,81442,86,70
97,+,34913,68,61
113,+,44017,12,72
97,-,76017,44,22
113,+,76255,14,107
113,-,62575,49,37
97,/,21582,70,17
113,-,99308,23,71
97,/,64490,89,45
113,/,44017,24,26
113,/,6146,113,54
97,-,5520,96,89
97,+,21691,8,68
113,+,45819,43,97
97,-,45468,27,45
113,/,54179,31,52
113,/,50938,66,93
97,+,94353,52,24
113,/,54179,53,5
97,-,84026,92,29
97,-,17918,29,41
113,+,92437,0,3
113,+,92542,14,9
113,/,22918,73,87
97,-,55447,85,72
113,/,40541,56,45
113,/,90132,75,71
97,-,9127,51,55
113,+,35865,76,7
113,/,90764,44,28
97,-,97913,45,92
113,+,65979,43,30
97,-,49384,92,16
97,-,13485,72,27
97,/,97317,5,63
97,-,96984,70,11
113,+,98262,66,18
97,-,95595,0,50
97,+,21691,37,0
113,/,9184,34,44
113,+,38353,73,6
113,-,60716,105,43
97,-,39813,73,67
97,-,81442,41,18
113,/,2296,113,20
113,/,28473,64,105
113,-,12109,5,13
113,+,2527,26,67
97,+,34702,11,84
113,/,64108,87,58
97,/,31026,42,59
97,+,46204,82,17
113,+,8764,37,100
113,/,92542,25,85
113,-,13880,80,14
97,/,80549,96,63
97,-,94353,22,47
97,+,78745,19,0
113,+,94644,73,23
97,+,50757,71,0
97,+,47106,67,31
97,+,84096,34,31
113,/,15416,51,76
113,-,46526,36,47
113,+,87038,62,90
113,+,95111,40,5
113,/,65979,105,63
97,-,59127,14,40
113,/,56838,101,110
113,+,12109,37,55
97,+,9313,0,1
97,-,51782,20,61
97,+,34702,56,32
113,-,38353,35,11
113,-,94245,51,65
113,-,60716,5,30
113,+,54179,80,19
97,+,17918,39,12
97,/,76017,93,41
113,/,51677,77,106
113,/,84984,9,63
97,+,97913,46,86
113,-,94245,18,98
97,/,13485,79,73
97,/,89387,5,29
97,+,34702,37,13
97,+,50757,69,95
113,-,32138,2,44
97,-,49384,67,41
113,/,50938,99,62
97,+,50757,32,58
97,-,39813,36,7
113,+,45066,13,105
113,/,32155,44,52
97,/,97317,31,35
113,+,92447,100,0
113,-,21170,62,90
97,/,31330,78,13
113,-,38124,17,26
97,-,61954,72,93
97,+,27813,15,86
97,/,80549,11,47
113,/,71965,34,82
97,+,21582,38,86
97,+,97317,19,45
97,/,76017,82,54
97,/,85802,63,3
113,/,60716,34,90
113,-,51677,22,14
113,/,99308,29,34
97,/,49039,77,54
113,/,78288,58,106
97,-,17918,93,74
113,+,88107,50,17
113,/,56838,82,15
113,+,40358,33,50
97,+,49039,48,5
97,/,55447,46,41
113,+,88625,94,14
113,-,22704,92,12
97,-,25040,6,8
97,-,76017,1,65
113,+,11343,93,23
113,/,46646,49,47
97,-,77561,57,1
97,+,49203,38,62
113,-,98262,38,27
97,-,31330,21,75
97,-,10109,31,87
97,/,17918,50,67
97,+,39813,11,54
97,-,46204,5,27
113,-,65979,111,102
113,+,88625,55,88
113,-,56838,5,107
113,/,94644,66,78
113,-,52810,31,8
113,+,53879,94,72
113,-,90338,25,26
113,/,95111,82,29
97,-,32087,24,53
97,-,32087,68,9
97,+,84096,69,66
97,+,5956,23,62
97,+,34913,55,48
97,-,9127,79,27
113,-,8764,95,81
97,/,58237,26,8
113,/,88178,103,65
113,/,38133,86,104
97,-,9127,22,84
97,-,90189,77,96
97,+,39855,23,11
97,/,95595,67,68
113,/,22704,77,68
113,+,13469,4,26
113,-,58742,54,41
97,/,97317,33,39
97,/,78480,81,95
97,/,9297,84,13
97,-,21691,97,60
113,+,64108,30,67
113,+,28473,86,83
97,/,60736,65,61
97,+,78480,56,63
113,-,22918,3,89
97,/,41940,35,34
97,-,3357,76,80
113,+,29376,90,86
113,+,45420,39,33
113,/,40358,30,102
113,+,51028,48,0
113,+,61287,69,110
113,+,29229,30,105
97,+,35942,93,48
113,-,69342,74,112
97,/,46204,52,15
113,+,88107,9,89
113,-,25005,22,10
97,-,21691,12,48
113,+,4030,48,10
97,-,39030,34,2
97,/,47106,68,13
113,-,69342,85,101
113,/,4030,12,109
97,/,58237,10,3
97,-,35467,18,44
113,/,29229,77,40
97,/,84096,19,61
113,+,99188,34,8
97,-,75993,7,35
113,/,98030,21,35
113,/,64108,111,12
97,/,64490,21,63
97,-,85802,60,91
113,/,92437,65,66
113,-,15416,28,20
97,+,17986,35,76
97,/,3080,32,96
97,-,22704,40,63
113,-,29229,48,27
113,/,48186,69,20
113,/,22704,12,84
97,-,92272,92,30
113,-,38286,95,110
97,+,75993,68,13
113,-,92437,69,47
113,-,98262,23,42
97,/,84096,52,65
113,-,40358,35,95
113,+,8764,61,11
97,/,13470,96,43
97,/,36413,70,35
97,-,13470,70,14
97,/,66732,30,90
97,+,89479,86,34
113,+,76255,88,68
97,+,69658,42,54
113,/,3935,30,18
113,/,62575,63,89
97,-,24752,56,58
97,/,90189,58,2
97,+,39813,72,18
97,-,81442,57,2
113,-,17221,21,24
97,/,66367,60,39
97,-,66969,77,59
97,-,97913,24,16
113,-,13469,108,27
97,-,22452,76,66
113,+,90132,89,47
97,/,47231,11,25
97,-,83449,93,33
113,+,66178,110,70
97,+,34702,22,95
97,/,37093,44,67
97,-,49384,13,95
97,/,59127,30,30
113,+,64108,18,55
113,/,90082,39,49
113,/,78288,105,67
113,+,92542,86,81
97,-,95595,73,74
97,-,17986,82,56
97,+,9230,25,40
113,+,40358,90,107
97,+,36935,11,86
97,/,78480,58,92
113,-,45066,24,68
113,+,92437,91,94
113,-,54179,110,55
113,+,88178,0,38
97,/,49203,93,44
113,+,50938,88,63
113,/,62226,35,82
113,+,61287,86,14
113,-,18628,28,68
97,/,83449,21,93
97,-,29432,34,7
113,-,4030,66,9
97,+,35942,17,69
113,+,11670,41,72
113,+,6146,15,59
97,+,17986,95,39
113,+,61287,15,56
97,+,45468,57,32
97,/,10109,18,76
97,-,97317,58,65
97,/,47231,87,57
113,-,90082,69,65
97,-,55447,27,33
97,-,90189,67,9
97,/,97913,2,68
97,-,84026,64,57
113,-,99188,98,102
97,+,59127,10,64
113,+,6146,97,28
97,/,76017,33,72
113,+,10530,16,37
113,+,84344,109,42
97,/,97913,95,60
97,+,78480,28,35
97,+,47231,83,75
113,/,88625,94,38
97,-,39776,68,35
97,+,41940,22,58
113,/,22918,70,101
113,/,60444,99,45
97,-,57363,17,19
97,-,29432,19,22
97,-,78480,6,1
97,+,9313,56,57
113,+,76255,72,52
113,/,46526,36,49
97,+,21582,33,81
97,+,84096,59,56
97,+,83449,37,66
97,+,34702,57,33
97,-,76017,22,44
113,/,15416,52,70
97,-,21691,0,60
113,/,98262,106,23
97,-,25367,2,48
97,-,49384,51,57
113,+,73271,41,88
113,/,85237,20,80
113,/,8764,71,10
113,-,40358,106,24
97,-,7373,65,33
113,/,27885,58,28
97,+,47231,87,79
113,-,58742,32,63
113,+,32138,89,22
97,/,46204,90,28
97,/,17918,41,49
97,+,3080,76,52
97,/,49203,94,38
97,/,83449,19,27
97,/,71429,72,22
97,-,39855,46,39
113,-,17221,82,76
113,+,94644,54,4
113,/,94644,70,109
113,/,92447,75,102
113,/,64460,108,31
113,/,99308,39,60
97,+,17531,7,78
113,+,6496,21,76
113,+,64460,18,68
113,+,98030,113,59
97,-,83449,28,1
97,+,9078,60,20
113,/,66178,14,94
113,-,8764,73,103
113,/,38286,20,106
97,+,31330,97,96
113,-,61208,14,61
113,/,6496,111,58
97,+,3080,58,34
97,/,3080,84,36
113,-,67524,2,61
113,/,51677,59,84
97,/,92272,52,28
97,+,35942,42,94
113,-,54179,73,92
97,-,34913,65,25
97,+,65197,48,61
113,/,45819,57,12
97,+,83449,66,95
113,-,90082,84,50
97,+,21582,97,48
113,+,2527,67,108
113,-,99188,66,21
113,/,6268,22,58
97,+,77561,26,84
113,+,3935,102,82
113,+,61208,29,104
113,-,54179,99,66
97,-,78745,46,32
113,-,42439,66,111
113,/,71965,102,27
113,-,2296,45,104
113,-,99188,92,108
113,+,66952,41,97
113,/,98262,12,52
113,/,27885,79,13
97,/,22902,53,44
97,/,49039,71,11
113,-,38133,4,48
97,+,27813,83,57
97,/,5520,15,77
113,+,32157,71,23
113,/,16295,70,6
97,-,59127,81,70
113,-,62575,71,15
113,+,94644,19,82
113,+,52810,16,55
97,/,3357,42,79
113,-,32138,11,35
97,-,89479,63,79
97,-,10109,94,24
113,/,54179,91,30
113,-,90082,24,110
113,/,64945,40,41
113,+,71965,99,83
97,+,22452,56,4
113,-,52810,6,33
113,-,21170,91,61
97,/,13470,93,47
97,-,84026,39,82
113,+,62226,104,67
113,+,40483,4,33
113,/,25005,100,24
97,+,58237,34,71
97,+,64490,45,30
97,-,17986,94,44
97,-,22704,48,55
113,/,22918,79,64
113,/,87985,90,73
113,/,47699,46,19
97,/,86933,79,33
113,+,44017,59,6
113,+,64108,58,95
113,-,71965,66,31
113,-,11670,62,82
97,/,78745,58,96
113,+,88178,49,87
113,/,99308,43,49
113,-,69342,25,48
97,/,27813,48,94
113,/,67524,8,78
113,+,64460,24,74
97,/,9127,81,15
97,/,35467,26,6
113,-,2296,18,18
97,/,2688,30,89
97,+,21691,71,34
113,-,64460,27,23
113,+,5188,20,10
97,/,66969,25,59
113,/,38133,56,2
113,/,58742,51,21
97,-,64490,9,73
113,+,32819,30,79
97,+,89387,78,31
113,/,22704,95,12
113,-,58742,104,104
113,-,11343,63,93
113,-,40358,17,0
97,-,69658,14,95
113,-,51028,86,92
113,/,78097,2,63
113,-,52810,105,47
97,/,22452,5,28
97,+,57363,9,45
113,/,90082,40,105
113,/,73271,97,77
113,+,92067,66,38
113,/,85237,18,102
97,-,24506,88,71
97,+,22704,97,6
113,/,6268,105,59
97,/,69658,74,68
97,/,58237,37,21
113,/,38286,47,23
113,/,38124,14,11
113,+,73905,17,20
97,/,5520,9,31
97,/,45468,15,24
113,-,12109,99,32
113,/,60261,113,81
113,/,32819,48,5
113,/,21170,29,52
97,+,35467,28,90
97,-,17918,51,19
97,+,13470,67,54
113,/,5188,68,76
97,/,81815,82,27
113,/,38124,19,85
113,+,22704,42,33
113,/,42439,50,57
113,+,54179,1,53
97,+,68089,44,39
113,/,88107,63,42
97,/,41940,54,0
113,/,77452,89,79
97,-,47058,6,7
97,+,56754,16,25
113,+,60716,93,15
113,-,29376,53,56
97,-,36413,2,36
113,+,96626,109,7
97,+,39776,94,3
97,+,78480,34,41
97,/,302,39,7
113,/,98262,75,67
97,+,5520,13,4
113,-,8764,99,77
97,-,22902,22,85
113,+,16295,20,43
113,/,13880,100,25
113,/,54179,59,14
97,/,9078,30,11
97,-,68089,35,57
113,+,90338,80,18
97,-,78745,61,17
97,+,9127,89,1
113,-,21170,90,62
113,+,40541,71,45
113,+,35865,37,81
113,+,46526,98,68
97,-,78480,5,2
97,/,78745,2,87
97,-,39030,86,47
97,+,69658,6,18
97,-,29432,93,45
113,/,40358,72,108
97,+,46992,64,11
97,/,97317,83,8
113,/,51677,107,30
113,/,62226,48,53
113,-,22918,5,87
113,/,8764,48,69
113,/,25005,56,107
113,+,38353,56,102
113,/,98262,51,5
113,/,11670,46,27
113,+,74692,40,39
113,/,38286,31,105
97,-,94353,50,19
113,-,27885,97,103
113,-,8764,68,108
113,/,60439,43,49
113,/,51677,57,2
97,-,22902,93,14
113,+,15577,36,19
113,+,94644,95,45
113,+,9184,31,62
113,/,6146,90,68
113,-,62575,36,50
113,-,78097,81,46
113,+,85237,6,41
97,+,92272,45,70
113,+,90764,62,87
97,+,302,4,15
113,-,35865,11,33
113,+,38133,10,62
97,/,39776,40,24
97,/,39030,41,78
97,-,45468,84,85
97,+,56754,23,32
97,-,66732,4,89
113,+,33576,93,108
97,/,49203,21,15
97,+,78561,70,61
113,+,88107,39,6
113,-,47699,4,9
97,+,22452,25,70
113,/,88107,94,33
97,/,51782,82,49
113,-,45066,46,46
113,+,77503,108,93
97,+,302,31,42
113,/,65979,95,16
97,/,45681,76,19
113,+,32138,102,35
97,/,55447,31,42
97,/,70596,12,63
97,/,9313,60,58
97,+,5520,15,6
113,-,96626,101,23
113,+,7715,69,100
97,/,97913,88,45
113,-,6268,11,42
97,/,39776,39,49
113,+,13469,38,60
97,-,96984,84,94
97,-,41940,48,85
113,+,11343,32,75
113,-,64108,51,99
97,/,39855,20,52
113,-,92437,113,3
97,/,32087,8,33
97,+,21691,22,82
97,+,94353,33,5
113,+,51677,110,33
97,+,9078,10,67
113,+,90338,78,16
113,+,98030,4,63
97,-,78561,19,69
113,/,32819,97,112
113,+,29229,112,74
113,-,90764,108,30
97,/,34702,1,73
97,-,13470,13,71
97,+,41940,77,16
97,-,56754,67,39
97,/,49384,30,94
97,-,66732,91,2
113,-,73271,3,44
113,/,11343,14,19
113,/,18628,25,67
97,+,70596,47,27
97,-,25040,50,61
113,/,54179,71,85
97,/,302,65,4
97,+,60736,66,80
97,/,86933,86,40
113,-,3935,3,90
97,-,81815,85,56
97,+,84096,96,93
113,+,92067,14,99
113,/,61208,36,5
97,-,84026,60,61
113,+,77503,37,22
113,/,88178,42,65
113,-,22918,96,109
97,/,31330,91,53
97,/,49384,85,95
113,+,17221,101,33
113,+,13880,3,97
113,/,18628,7,62
97,/,31330,73,41
113,+,92542,112,107
97,+,9297,87,72
97,+,25367,65,18
113,/,88625,24,76
113,+,13880,110,91
113,-,64460,42,8
113,+,61287,23,64
113,-,5188,102,1
97,/,17531,84,14
97,+,65197,77,90
97,/,80549,81,24
113,+,21170,14,53
113,+,60439,19,3
113,/,32157,6,48
113,-,84984,20,101
113,/,92542,53,51
113,/,45066,64,26
113,/,99308,7,61
113,+,32157,86,38
113,-,78288,7,85
97,+,49039,8,62
113,+,2296,24,60
97,+,66732,24,20
97,+,80549,65,7
113,/,21170,31,4
97,/,36413,19,73
113,/,18391,12,63
113,/,90338,4,97
113,+,67524,66,16
113,+,42439,93,44
113,/,58742,10,111
113,/,60261,18,70
97,/,56754,71,23
113,/,45420,64,31
97,/,78745,6,29
113,/,54179,96,112
97,/,21691,34,55
97,+,49384,53,64
113,-,73905,87,29
97,+,302,94,8
97,+,13485,36,38
113,-,88625,7,26
97,-,49203,34,87
113,/,76255,60,27
113,-,60439,21,76
113,/,38133,89,89
113,+,13880,94,75
97,+,84096,48,45
113,/,5188,89,58
113,-,25005,63,82
113,/,92447,87,45
113,+,15577,78,61
97,+,35467,69,34
113,/,51677,89,15
113,+,36672,68,15
113,/,88625,75,51
97,-,5956,36,3
113,+,48186,67,2
113,/,40541,23,67
113,-,61287,92,62
113,+,36672,61,8
113,+,2527,0,41
97,/,27813,10,65
113,-,84984,71,50
113,/,3489,97,35
113,/,29376,30,75
97,-,34702,3,70
97,-,59127,13,41
113,/,38286,68,111
113,-,22088,68,98
113,-,2527,9,32
97,/,39813,13,55
113,-,62575,46,40
97,-,45468,66,6
97,+,55447,86,49
97,+,81442,37,96
113,/,92542,7,112
113,+,4738,1,106
113,/,90338,84,58
113,/,66952,30,84
97,/,25040,7,85
113,/,60444,40,42
113,+,84984,22,30
113,/,45420,94,31
113,-,29376,95,14
97,/,95595,8,18
97,/,25040,73,52
97,-,9230,77,35
113,/,84344,36,82
113,-,38124,92,64
97,/,56754,42,90
97,/,69912,11,50
97,+,37093,20,59
113,+,15577,43,26
97,+,94353,79,51
113,-,92542,38,70
113,/,94644,34,71
97,-,31330,51,45
113,+,92542,12,7
113,/,3489,5,19
113,/,18628,75,22
113,+,84984,74,82
97,-,75993,9,33
113,+,74692,14,13
113,/,18391,110,54
97,/,80549,19,68
113,/,40541,35,28
97,-,31026,61,22
113,-,64108,64,86
97,/,69658,86,33
113,-,66952,44,12
113,-,32819,101,61
113,/,52810,110,28
113,/,18628,6,53
113,-,92067,99,99
113,/,54179,45,73
113,+,92067,23,108
113,/,35865,58,53
113,/,11670,100,3
113,+,12109,63,81
97,+,21582,7,55
97,/,39855,86,75
113,-,60716,80,68
97,-,90189,50,26
113,+,73905,75,78
97,+,45681,55,49
97,-,21582,0,48
97,-,22902,16,91
113,/,4030,25,48
113,-,27885,28,59
113,/,94644,73,53
97,/,84096,82,55
97,-,64490,74,8
113,/,65979,97,2
113,+,13469,39,61
113,-,32155,35,28
113,+,52810,54,93
113,/,60444,92,92
97,-,71429,86,48
97,/,37093,45,48
113,/,92447,29,23
97,/,47106,57,50
97,/,25367,18,51
113,-,95111,109,82
113,/,64945,32,108
97,-,83449,17,12
113,/,56838,77,60
97,+,9297,79,64
113,/,45819,46,92
113,/,21170,48,102
113,+,21170,70,109
113,-,40358,104,26
97,+,35467,71,36
97,/,10109,92,12
97,-,80549,64,72
97,-,22704,69,34
113,+,18391,45,17
97,/,25367,6,56
97,/,9313,39,44
97,-,36413,70,65
97,-,22704,53,50
97,+,64490,48,33
97,/,34702,89,1
113,+,6496,113,55
113,-,69342,104,82
97,+,34913,90,83
97,+,97317,67,93
113,-,38353,112,47
113,/,46526,13,75
113,-,32819,77,85
97,+,97913,90,33
113,-,92437,45,71
113,/,29376,102,62
97,/,39813,92,44
113,/,18391,77,12
113,/,88178,38,60
113,-,76255,32,61
113,+,32157,88,40
97,+,89387,34,84
113,-,51028,42,23
113,+,18628,108,91
113,-,18391,75,10
97,+,47058,13,26
97,-,9313,61,37
113,+,32819,57,106
113,/,38124,29,71
113,-,64945,12,71
113,/,13469,11,94
113,-,87038,17,11
97,/,89479,95,68
113,-,60261,9,23
97,-,96984,96,82
113,-,42439,78,99
113,-,7715,61,83
113,/,50938,26,38
113,/,12109,83,32
113,-,96626,21,103
97,-,57363,1,35
97,+,24752,29,46
113,+,62226,28,104
97,/,77561,68,73
113,/,15577,2,104
113,+,32157,21,86
113,/,94245,86,78
97,-,39030,0,36
97,+,96984,37,21
97,+,45468,25,0
113,-,90132,45,26
113,-,60716,63,85
113,+,38124,63,106
113,/,8764,65,21
97,-,34702,1,72
113,+,15416,38,86
97,/,35942,47,85
113,-,99188,42,45
113,-,6268,110,56
113,-,40358,87,43
113,+,50938,99,74
113,/,11670,112,104
97,+,77561,61,22
97,/,9078,46,3
113,/,4030,24,54
97,+,39855,12,0
97,-,77561,31,27
97,/,84096,43,15
113,+,28473,111,108
113,+,87038,67,95
113,-,28473,39,71
113,-,54179,13,39
97,-,41477,45,13
97,+,3080,39,15
97,/,35467,35,43
113,+,74692,6,5
113,-,94245,8,108
97,+,36935,82,60
97,+,90189,19,95
113,/,53879,29,49
113,/,38286,88,96
97,+,9313,25,26
113,/,32157,63,58
113,/,11670,5,74
113,+,71965,35,19
97,/,66367,67,20
113,-,18628,45,51
113,+,92542,51,46
97,/,21691,32,95
113,+,94644,65,15
113,+,56838,35,34
97,/,21691,83,67
113,-,15416,70,91
113,-,64945,27,56
97,/,9230,57,64
113,+,38124,3,46
113,-,78097,93,34
113,/,98262,30,111
113,+,94644,77,27
97,+,96984,27,11
97,+,71429,49,86
97,-,22902,44,63
97,+,80549,4,43
113,/,22088,113,82
113,+,98030,35,94
97,+,36935,35,13
97,+,9297,66,51
113,/,62575,60,25
97,-,13470,55,29
113,/,47699,109,98
97,-,78745,93,82
113,/,88107,55,19
113,/,96626,18,57
97,/,17986,3,78
113,+,11670,40,71
113,/,32157,29,91
97,+,35942,0,52
113,-,51677,98,51
97,/,61954,65,80
97,+,17986,67,11
97,+,5956,93,35
97,+,55447,53,16
113,-,48186,93,68
113,/,60716,37,58
113,+,62226,62,25
113,/,4030,113,35
97,/,66969,14,30
113,+,99188,95,69
97,-,9230,51,61
113,/,17221,60,61
97,/,81442,75,18
113,-,62575,7,79
97,-,9230,1,14
113,+,92067,45,17
97,+,41477,40,1
113,-,32155,49,14
113,+,6268,64,4
113,-,32155,71,105
113,+,92542,59,54
113,-,78097,83,44
97,+,76017,11,77
97,/,84026,33,24
113,-,58742,71,24
113,/,36672,57,78
97,-,69912,82,87
113,-,62226,103,86
113,-,33576,102,26
113,-,94644,64,112
113,-,88178,87,64
113,+,95111,83,48
97,-,47058,52,58
113,+,73905,34,37
97,-,47058,14,96
113,-,98262,77,101
97,-,39855,70,15
113,+,46646,3,93
113,-,50938,21,67
97,+,81442,62,24
113,-,64108,76,74
113,+,90132,85,43
113,/,4030,91,44
97,-,92272,5,20
113,-,99308,22,72
113,-,35865,61,96
97,+,89387,23,73
97,/,9078,23,6
97,-,69658,51,58
97,+,2688,66,38
113,-,94245,92,24
113,+,11670,15,46
113,-,60439,99,111
113,/,11670,41,58
113,-,13469,39,96
97,-,27813,81,87
113,/,98262,58,112
113,+,96626,61,72
97,/,21582,97,28
113,/,66952,94,34
113,/,15416,59,35
97,+,9297,1,83
113,+,3489,18,4
97,/,29432,19,94
113,+,32138,15,61
97,+,39776,7,13
97,-,61954,42,26
113,-,64945,104,92
113,-,87038,65,76
97,/,27813,41,96
97,+,55447,22,82
97,+,17531,58,32
113,/,77503,101,89
113,/,84984,62,14
113,+,36672,97,44
97,-,22902,70,37
113,/,64108,12,31
113,+,6496,3,58
113,/,60444,71,60
113,+,69342,50,10
97,-,89479,27,18
97,-,46992,67,74
113,+,6146,60,104
113,+,5188,93,83
97,-,22902,80,27
113,/,90338,113,8
97,+,57363,21,57
113,-,40541,71,16
113,-,84984,49,72
113,-,40483,13,16
97,-,46204,54,75
97,/,34913,7,40
97,+,49039,50,7
113,-,27885,85,2
113,+,45420,50,44
113,+,42439,33,97
113,/,61208,33,46
113,-,25005,59,86
97,+,56754,94,6
113,+,3935,25,5
97,+,22704,58,64
97,-,66732,27,66
113,+,2527,108,36
113,-,7715,96,48
113,/,10530,95,110
113,+,54179,20,72
97,+,64490,7,89
97,-,39855,34,51
113,+,32157,106,58
97,/,39855,75,46
113,+,15577,23,6
97,/,45468,1,72
97,+,81442,56,18
113,/,56838,12,103
113,/,77503,100,97
113,-,33576,35,93
97,+,36935,12,87
113,+,32819,50,99
97,-,81815,48,93
113,-,3489,112,100
113,/,51028,15,11
97,-,51782,65,16
97,/,65197,50,42
97,+,3080,88,64
113,-,32157,97,81
97,/,29432,60,5
97,+,39030,39,75
